episode,score,reward,epsilon,best_score_so_far
530,2,-263.19999999999993,0.10141426975710825,12
531,6,-238.49999999999997,0.10111002694783693,12
532,9,-304.4,0.10080669686699341,12
533,4,-136.70000000000002,0.10050427677639243,12
534,5,-543.5499999999997,0.10020276394606324,12
535,4,-202.7,0.09990215565422506,12
536,14,-388.4999999999998,0.09960244918726238,14
537,4,-182.10000000000002,0.0993036418397006,14
538,10,-541.8000000000001,0.0990057309141815,14
539,7,-483.99999999999983,0.09870871372143895,14
540,7,-232.65,0.09841258758027463,14
541,4,-243.09999999999997,0.09811734981753381,14
542,0,-322.0,0.0978229977680812,14
543,5,-148.25,0.09752952877477696,14
544,2,-154.24999999999997,0.09723694018845262,14
545,2,-218.14999999999998,0.09694522936788727,14
546,14,-256.95000000000005,0.09665439367978361,14
547,2,-53.8,0.09636443049874426,14
548,5,-333.1,0.09607533720724802,14
549,4,-151.5,0.09578711119562627,14
550,4,-72.5,0.0954997498620394,14
551,4,-199.20000000000002,0.09521325061245327,14
552,0,-292.5,0.09492761086061591,14
553,10,-553.0999999999999,0.09464282802803406,14
554,3,-296.75,0.09435889954394995,14
555,2,-140.05,0.0940758228453181,14
556,8,-294.70000000000005,0.09379359537678214,14
557,9,-275.05000000000007,0.09351221459065179,14
558,5,-424.6000000000001,0.09323167794687984,14
559,4,-217.99999999999997,0.0929519829130392,14
560,1,-182.29999999999998,0.09267312696430008,14
561,1,-128.7,0.09239510758340717,14
562,3,-204.3,0.09211792226065695,14
563,4,-180.0,0.09184156849387498,14
564,4,-108.5,0.09156604378839335,14
565,3,-221.95000000000005,0.09129134565702816,14
566,3,-190.60000000000002,0.09101747162005708,14
567,11,-279.40000000000003,0.09074441920519691,14
568,2,-156.75,0.09047218594758132,14
569,3,-204.1,0.09020076938973857,14
570,2,-194.15,0.08993016708156935,14
571,6,-198.20000000000002,0.08966037658032465,14
572,1,-130.6,0.08939139545058368,14
573,7,-317.6,0.08912322126423193,14
574,3,-115.45,0.08885585160043924,14
575,4,-213.9,0.08858928404563793,14
576,4,-59.15,0.08832351619350101,14
577,2,-153.5,0.08805854564492051,14
578,1,-294.09999999999997,0.08779437000798575,14
579,2,-105.45,0.0875309868979618,14
580,7,-176.64999999999998,0.0872683939372679,14
581,3,-129.5,0.0870065887554561,14
582,5,-239.50000000000006,0.08674556898918973,14
583,7,-160.20000000000002,0.08648533228222216,14
584,2,-202.29999999999998,0.0862258762853755,14
585,6,-212.79999999999995,0.08596719865651936,14
586,2,-116.19999999999999,0.0857092970605498,14
587,8,-187.5,0.08545216916936815,14
588,2,-158.8,0.08519581266186005,14
589,2,-270.69999999999993,0.08494022522387447,14
590,7,-369.4500000000001,0.08468540454820285,14
591,5,-87.75000000000001,0.08443134833455825,14
592,5,-255.00000000000003,0.08417805428955458,14
593,5,-130.79999999999998,0.08392552012668592,14
594,10,-354.5,0.08367374356630586,14
595,7,-407.04999999999984,0.08342272233560694,14
596,4,-222.34999999999997,0.08317245416860011,14
597,7,-331.8499999999999,0.08292293680609432,14
598,9,-283.3499999999999,0.08267416799567603,14
599,0,-316.5,0.082426145491689,14
600,4,-140.85,0.08217886705521393,14
601,4,-112.75,0.0819323304540483,14
602,6,-249.14999999999998,0.08168653346268615,14
603,10,-596.9499999999998,0.08144147386229808,14
604,2,-131.2,0.08119714944071119,14
605,1,-515.6,0.08095355799238906,14
606,6,-124.85000000000002,0.08071069731841189,14
607,3,-251.5,0.08046856522645665,14
608,12,-533.2499999999998,0.08022715953077728,14
609,11,-531.5500000000004,0.07998647805218494,14
